253,280,-138,-16598,27,-24,16,285,-176,-16589,24,-18,15,351,-189,-16640,20,-17,13,352,-252,-16670,17,-20,11,340,-283,-16655,12,-26,12
254,265,-901,-16580,-124,-13,25,312,-926,-16633,-140,-7,22,311,-923,-16692,-153,-12,16,315,-931,-16670,-162,-21,16,252,-967,-16644,-174,-30,25
255,547,-168,-16665,-3,-8,-4,554,-154,-16631,-3,-9,-5,551,-139,-16643,-1,-7,-6,550,-127,-16632,-2,-9,-5,550,-114,-16667,-2,-10,-5
256,533,-232,-16649,-1,-8,-5,520,-209,-16661,-1,-9,-3,448,-142,-16599,-1,-9,-2,490,-128,-16627,0,-12,-1,484,-105,-16694,2,-10,-1
257,398,-148,-16665,6,-7,3,431,-172,-16645,5,-2,1,479,-153,-16643,3,0,-3,526,-210,-16637,1,0,-6,588,-228,-16608,0,-1,-5
258,497,-233,-16604,1,-6,-2,497,-175,-16591,-1,-9,-2,488,-200,-16601,-2,-8,-5,503,-204,-16623,0,-6,-4,509,-236,-16623,-1,-7,-3
259,458,-233,-16658,2,-8,-1,427,-251,-16648,4,-11,-2,482,-218,-16608,4,-10,-1,506,-213,-16608,3,-7,0,467,-227,-16638,0,-5,-5
260,491,-220,-16672,-4,-8,-8,482,-174,-16635,-2,-8,-7,479,-175,-16609,-1,-8,-6,458,-216,-16649,-2,-10,-4,479,-212,-16625,-1,-7,-3
261,493,-215,-16667,-4,-7,-6,495,-194,-16629,-5,-7,-7,519,-224,-16643,-3,-9,-8,510,-229,-16635,-4,-8,-7,493,-191,-16658,-4,-8,-7
262,430,-201,-16618,-1,-9,-1,464,-242,-16636,-2,-7,-3,497,-234,-16638,-2,-6,-4,495,-187,-16611,-1,-8,-4,495,-203,-16663,1,-9,-5
263,493,-217,-16646,0,-6,-5,518,-195,-16599,-1,-8,-5,475,-208,-16642,0,-10,-2,467,-206,-16629,-1,-8,-2,509,-187,-16629,1,-10,-4
264,484,-226,-16638,0,-10,-5,489,-196,-16630,0,-8,-4,494,-214,-16642,0,-6,-6,482,-215,-16625,0,-8,-3,488,-216,-16629,-1,-6,-4
265,461,-243,-16654,0,-8,-3,456,-264,-16675,0,-8,-2,489,-194,-16650,1,-10,0,515,-203,-16640,-1,-8,-4,479,-185,-16659,-3,-9,-6
266,483,-221,-16666,0,-9,-5,467,-196,-16593,1,-9,-5,475,-190,-16646,-1,-8,-5,492,-200,-16651,1,-9,-3,467,-191,-16641,2,-10,-2
267,499,-206,-16622,-3,-4,-6,504,-230,-16652,-4,-9,-3,537,-197,-16651,-1,-10,-4,528,-202,-16622,1,-7,-4,472,-242,-16644,-4,-6,-4
268,453,-218,-16660,3,-8,-2,485,-214,-16677,1,-8,0,484,-239,-16659,-1,-8,-2,513,-173,-16631,-2,-6,-5,480,-199,-16605,0,-6,-3
269,557,-208,-16642,0,-11,-2,477,-210,-16639,1,-8,-3,505,-207,-16639,-3,-6,-4,501,-160,-16607,-2,-9,-4,486,-166,-16634,-2,-7,-4
270,519,-234,-16611,0,-11,-5,491,-209,-16624,-1,-7,-7,516,-185,-16648,0,-9,-4,522,-202,-16609,-1,-12,-3,499,-206,-16653,-3,-9,-3
271,482,-205,-16614,2,-9,-4,497,-216,-16648,0,-8,-5,513,-207,-16642,-1,-7,-6,511,-215,-16649,-2,-7,-3,511,-198,-16674,-1,-10,-2
272,513,-201,-16620,-1,-7,-5,491,-222,-16612,-1,-10,-4,527,-196,-16626,-1,-7,-4,518,-215,-16620,-1,-10,-4,509,-238,-16646,1,-8,-6
273,490,-213,-16649,0,-8,-4,464,-203,-16602,-1,-8,-3,526,-210,-16649,-1,-8,-5,527,-220,-16666,-1,-8,-6,461,-195,-16614,-2,-9,-5
274,504,-237,-16641,-1,-6,-5,474,-214,-16640,-2,-6,-5,476,-216,-16648,0,-7,-5,479,-233,-16668,1,-9,-3,461,-197,-16679,0,-10,-4
275,500,-191,-16651,-3,-8,-4,489,-186,-16631,-1,-7,-4,488,-194,-16604,1,-8,-4,483,-209,-16636,-1,-11,-4,482,-210,-16643,-5,-9,-3
276,493,-193,-16619,0,-9,-8,465,-206,-16653,-2,-6,-5,479,-202,-16605,1,-9,-3,487,-168,-16616,0,-8,-5,499,-223,-16615,-1,-10,-4
277,480,-237,-16681,-1,-8,-5,484,-211,-16613,0,-6,-3,483,-166,-16586,-2,-5,-3,507,-196,-16650,-1,-8,-3,501,-224,-16638,2,-11,-6
278,499,-197,-16649,1,-8,-4,488,-244,-16647,-2,-6,-5,498,-196,-16624,0,-7,-6,475,-240,-16643,0,-6,-6,484,-193,-16648,-3,-7,-4
279,470,-161,-16625,-3,-8,-3,453,-199,-16616,-1,-8,-3,491,-205,-16633,-1,-10,-3,536,-203,-16636,-2,-7,-5,446,-217,-16611,1,-9,-4
280,456,-219,-16621,-1,-8,-4,502,-204,-16639,1,-9,-5,522,-184,-16629,-2,-7,-7,472,-195,-16678,0,-8,-5,467,-195,-16655,0,-7,-5
281,494,-216,-16660,1,-6,-4,478,-208,-16652,-1,-8,-4,498,-240,-16613,2,-8,-3,483,-220,-16619,1,-7,-4,475,-197,-16635,0,-8,-3
282,479,-209,-16633,-1,-7,-6,507,-229,-16650,0,-7,-4,514,-217,-16637,0,-7,-4,491,-208,-16652,-3,-7,-5,490,-217,-16677,0,-7,-5
283,490,-209,-16620,-1,-8,-4,458,-203,-16659,-2,-8,-5,520,-197,-16645,-1,-8,-6,511,-203,-16646,0,-9,-5,473,-237,-16648,-1,-9,-4
284,496,-243,-16642,-1,-9,-3,498,-196,-16624,-1,-7,-5,494,-190,-16617,2,-7,-4,508,-200,-16636,1,-7,-4,469,-220,-16616,-3,-8,-8
285,467,-194,-16656,0,-9,-6,492,-178,-16640,0,-8,-5,465,-223,-16640,-3,-7,-5,468,-214,-16645,-2,-9,-4,509,-229,-16653,-1,-6,-4
286,543,-205,-16621,1,-9,-3,539,-177,-16656,2,-13,-1,468,-202,-16650,3,-18,2,419,-202,-16602,3,-20,2,437,-232,-16668,2,-14,0
287,493,-181,-16634,-2,-3,-7,478,-174,-16643,-2,-3,-5,512,-209,-16643,0,-6,-3,531,-221,-16651,-2,-9,-2,493,-193,-16624,-1,-10,-2
288,489,-223,-16628,1,-8,-4,501,-221,-16635,0,-9,-5,505,-193,-16616,1,-11,-5,477,-203,-16648,0,-8,-1,460,-191,-16615,0,-9,-4
289,437,-192,-16638,9,-8,6,452,-214,-16678,9,-5,4,465,-220,-16688,6,-6,2,500,-227,-16659,3,-4,1,477,-222,-16650,3,-5,0
290,444,-226,-16546,-2,-6,-4,534,-326,-16650,-1,-11,-4,558,-338,-16749,2,-11,-5,610,-200,-16521,1,0,-8,583,-161,-16554,-2,1,-7
291,474,-221,-16673,1,-9,-3,491,-224,-16613,0,-10,-5,488,-216,-16582,0,-9,-2,507,-198,-16624,0,-6,-2,500,-232,-16673,-2,-8,-4
292,524,-250,-16639,-3,-6,-7,531,-251,-16635,-1,-6,-5,517,-211,-16666,-2,-5,-5,513,-247,-16609,-2,-5,-6,510,-250,-16646,-4,-7,-5
293,696,-906,-16760,19,-1,8,244,-268,-17279,-16,-33,4,447,-754,-16643,7,-31,14,668,116,-16592,-7,-15,-8,497,-765,-16848,-33,7,-16
294,442,-181,-16599,3,-8,-1,445,-170,-16640,5,-7,-2,500,-249,-16636,4,-4,0,506,-232,-16597,6,-6,2,489,-267,-16583,6,-6,3
295,468,-186,-16631,-3,-8,-7,526,-183,-16652,-3,-7,-10,516,-164,-16672,-2,-6,-9,516,-135,-16630,-5,-5,-6,510,-138,-16618,-5,-7,-7
296,153,1377,-16903,-120,56,-222,135,1530,-16585,-121,33,-174,239,1674,-16430,-105,5,-127,517,1790,-16428,-100,-18,-84,616,1968,-16480,-101,-28,-60
297,1878,509,-18101,419,-88,-1086,-645,282,-17561,349,153,-952,-1223,-615,-16298,283,168,-813,-890,-1130,-15695,231,62,-708,-628,-1609,-15811,172,-63,-643
298,-115,216,-16794,-38,-13,-11,205,338,-16430,-39,-27,-8,129,458,-16435,-52,2,0,148,286,-16659,-61,-4,-15,11,256,-16653,-59,-12,-16
299,34,993,-16590,51,-26,9,16,993,-16529,45,-26,9,-31,1001,-16565,37,-19,2,-32,999,-16575,32,-17,-1,-33,992,-16584,25,-18,-3
300,43,872,-16615,3,-6,-5,17,879,-16624,4,-7,-5,17,870,-16574,7,-7,-7,15,863,-16610,11,-10,-5,58,880,-16608,11,-9,-7
